Código Departamento;Departamento;Entidad;Codigo Dane
910;Amazonas;Puerto Nariño;91540000
940;Guainía;Guainía;94000000
940;Guainía;Inírida;94001000
940;Guainía;Barrancominas;94343000
950;Guaviare;Guaviare;95000000
950;Guaviare;San José del Guaviare;95001000
950;Guaviare;Calamar;95015000
950;Guaviare;El Retorno;95025000
950;Guaviare;Miraflores;95200000
970;Vaupés;Vaupés;97000000
970;Vaupés;Mitú;97001000
970;Vaupés;Carurú;97161000
970;Vaupés;Taraira;97666000
990;Vichada;Vichada;99000000
990;Vichada;Puerto Carreño;99001000
990;Vichada;La Primavera;99524000
990;Vichada;Santa Rosalía;99624000
990;Vichada;Cumaribo;99773000
